stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
9120010,,S Ostbahnhof/Erich-Steinfurth-Str. (Berlin),,52.5105070,13.4370450,,,0,
9120011,,S Warschauer Str. (Berlin),,52.5077480,13.4509920,,,0,
9130001,,S Pankow-Heinersdorf (Berlin),,52.5776030,13.4290900,,,0,
9130003,,S Wollankstr. (Berlin),,52.5649740,13.3931500,,,0,
9135001,,S Buch (Berlin),,52.6366140,13.4924520,,,0,
9135012,,S Buch/Röbellweg (Berlin),,52.6380770,13.4918810,,,0,
9135701,,S Buch (Berlin) [Am Sandhaus],,52.6382210,13.4896700,,,0,
9142001,,S Blankenburg (Berlin),,52.5910690,13.4429720,,,0,
9143001,,S Karow Bhf (Berlin),,52.6157550,13.4700810,,,0,
9151001,,S Wartenberg (Berlin),,52.5732660,13.5042380,,,0,
9152001,,S Hohenschönhausen Bhf (Berlin),,52.5665490,13.5136980,,,0,
9152002,,S Gehrenseestr. (Berlin),,52.5557360,13.5256530,,,0,
9160001,,S Rummelsburg (Berlin),,52.5012130,13.4786990,,,0,
9160002,,S Betriebsbahnhof Rummelsburg (Berlin),,52.4939570,13.4975090,,,0,
9160003,,S Nöldnerplatz (Berlin),,52.5034440,13.4842970,,,0,
9160534,,S Nöldnerplatz/Schlichtallee (Berlin),,52.5022740,13.4851410,,,0,
9162001,,S Karlshorst Bhf (Berlin),,52.4810380,13.5259810,,,0,
9162501,,S Karlshorst Bhf/Wandlitzstr. (Berlin),,52.4795680,13.5249140,,,0,
9162701,,S Karlshorst (Berlin) [Tram Ri. Tierpark],,52.4830520,13.5258740,,,0,
9162702,,S Karlshorst (Berlin) [Tram Ri. Schöneweide],,52.4824090,13.5256010,,,0,
9162703,,S Karlshorst (Berlin) [Bus Stolzenfelsstr.],,52.4814310,13.5261560,,,0,
9170001,,S Marzahn (Berlin),,52.5432720,13.5415240,,,0,
9170002,,S Raoul-Wallenberg-Str. (Berlin),,52.5507490,13.5483920,,,0,
9170003,,S Mehrower Allee (Berlin),,52.5578160,13.5543920,,,0,
9170004,,S Ahrensfelde Bhf (Berlin),,52.5715640,13.5661180,,,0,
9170005,,S Poelchaustr. (Berlin),,52.5347510,13.5360080,,,0,
9171001,,S Biesdorf (Berlin),,52.5130590,13.5550350,,,0,
9171002,,S Friedrichsfelde Ost (Berlin),,52.5137470,13.5200430,,,0,
9171003,,S Springpfuhl (Berlin),,52.5258060,13.5369040,,,0,
9175002,,S Kaulsdorf (Berlin),,52.5121220,13.5890300,,,0,
9176001,,S Mahlsdorf (Berlin),,52.5121180,13.6112300,,,0,
9176701,,S Mahlsdorf (Berlin) [Bus Hönower Str.],,52.5119200,13.6125630,,,0,
9176702,,S Mahlsdorf (Berlin) [Tram Bus Treskowstr.],,52.5112540,13.6106530,,,0,
9180001,,S Köpenick (Berlin),,52.4586920,13.5795430,,,0,
9180002,,S Wuhlheide (Berlin),,52.4690580,13.5535270,,,0,
9180003,,S Spindlersfeld (Berlin),,52.4459380,13.5627010,,,0,
9180701,,S Köpenick (Berlin) [Tram Stellingdamm],,52.4589340,13.5809340,,,0,
9182001,,S Hirschgarten (Berlin),,52.4579030,13.6014800,,,0,
9182002,,S Friedrichshagen (Berlin),,52.4570900,13.6254620,,,0,
9183001,,S Rahnsdorf (Berlin),,52.4513710,13.6916550,,,0,
9183002,,S Wilhelmshagen (Berlin),,52.4385710,13.7210040,,,0,
9183007,,S Rahnsdorf (Berlin) [Tram],,52.4515280,13.6932500,,,0,
9186001,,S Grünau (Berlin),,52.4127140,13.5740180,,,0,
9186701,,S Grünau (Berlin) [Adlergestell],,52.4131310,13.5750910,,,0,
9186702,,S Grünau (Berlin) [Wassersportallee],,52.4140140,13.5749020,,,0,
9186703,,S Grünau (Berlin) [Busendstelle],,52.4129860,13.5717500,,,0,
9186704,,S Grünau (Berlin) [Richterstr.],,52.4124120,13.5730080,,,0,
9190001,,S Treptower Park (Berlin),,52.4930220,13.4608870,,,0,
9190701,,S Treptower Park (Berlin) [Bus Puschkinallee],,52.4921300,13.4618000,,,0,
9190702,,S Treptower Park (Berlin) [Bus Treptowers],,52.4941910,13.4615300,,,0,
9191001,,S Baumschulenweg (Berlin),,52.4675810,13.4895050,,,0,
9191002,,S Plänterwald (Berlin),,52.4787220,13.4740290,,,0,
9191802,,S Plänterwald (Berlin) [Bus Köpenicker Landstr.],,52.4796720,13.4757090,,,0,
9192001,,S Schöneweide Bhf (Berlin),,52.4546110,13.5101490,,,0,
9192002,,S Oberspree (Berlin),,52.4522690,13.5384610,,,0,
9192701,,S Schöneweide (Berlin) [Vorplatz],,52.4554250,13.5118390,,,0,
9193001,,S Betriebsbahnhof Schöneweide (Berlin),,52.4466950,13.5240280,,,0,
9193002,,S Adlershof (Berlin),,52.4351020,13.5405530,,,0,
9194006,,S Schöneweide/Sterndamm (Berlin),,52.4539210,13.5099930,,,0,
9195510,,S Altglienicke (Berlin),,52.4077910,13.5596020,,,0,
9196001,,S Grünbergallee (Berlin),,52.3995390,13.5432220,,,0,
