stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
9089301,,U Alt-Tegel (Berlin),,52.5896490,13.2838210,,,0,
9096407,,U Wittenau (Berlin) [Bus],,52.5955090,13.3333000,,,0,
9096410,,U Rathaus Reinickendorf (Berlin),,52.5882180,13.3255680,,,0,
9100005,,U Alexanderplatz (Berlin) [Tram],,52.5223900,13.4144920,,,0,
9100008,,U Heinrich-Heine-Str. (Berlin),,52.5108580,13.4161690,,,0,
9100009,,U Naturkundemuseum (Berlin),,52.5312540,13.3824150,,,0,
9100010,,U Mohrenstr. (Berlin),,52.5115190,13.3837980,,,0,
9100011,,U Stadtmitte (Berlin),,52.5114950,13.3897190,,,0,
9100012,,U Hausvogteiplatz (Berlin),,52.5133610,13.3953460,,,0,
9100013,,U Spittelmarkt (Berlin),,52.5113010,13.4023520,,,0,
9100014,,U Märkisches Museum (Berlin),,52.5120070,13.4087670,,,0,
9100015,,U Klosterstr. (Berlin),,52.5172290,13.4124550,,,0,
9100016,,U Rosa-Luxemburg-Platz (Berlin),,52.5281910,13.4104050,,,0,
9100017,,U Schillingstr. (Berlin),,52.5203160,13.4218950,,,0,
9100018,,U Stadtmitte/Krausenstr. (Berlin),,52.5095500,13.3908070,,,0,
9100019,,U Oranienburger Tor (Berlin),,52.5251630,13.3875870,,,0,
9100023,,U Rosenthaler Platz (Berlin),,52.5297810,13.4013930,,,0,
9100027,,U Französische Str. (Berlin),,52.5147710,13.3900880,,,0,
9100051,,U Weinmeisterstr. (Berlin),,52.5253760,13.4053050,,,0,
9100080,,U Weinmeisterstr./Gipsstr. (Berlin),,52.5254870,13.4035260,,,0,
9100501,,U Schwartzkopffstr. (Berlin),,52.5353970,13.3770330,,,0,
9100516,,U Märkisches Museum/Inselstr. (Berlin),,52.5123530,13.4120930,,,0,
9100528,,U Stadtmitte/Leipziger Str. (Berlin),,52.5103240,13.3899180,,,0,
9100701,,U Stadtmitte U2 (Berlin),,52.5121690,13.3897110,,,0,
9100719,,U Oranienburger   Tor (Berlin),,52.5246410,13.3876440,,,0,
9100819,,U Oranienburger  Tor (Berlin),,52.5260990,13.3882500,,,0,
9110005,,U Senefelderplatz (Berlin),,52.5326220,13.4126250,,,0,
9110006,,U Eberswalder Str. (Berlin),,52.5410850,13.4121600,,,0,
9120006,,U Strausberger Platz (Berlin),,52.5180250,13.4322080,,,0,
9120008,,U Frankfurter Tor (Berlin),,52.5157720,13.4540850,,,0,
9120009,,U Samariterstr. (Berlin),,52.5146620,13.4653470,,,0,
9120025,,U Weberwiese (Berlin),,52.5168480,13.4432780,,,0,
9130011,,U Vinetastr. (Berlin),,52.5595170,13.4137700,,,0,
9160005,,U Magdalenenstr. (Berlin),,52.5122140,13.4894390,,,0,
9161002,,U Tierpark (Berlin),,52.4972360,13.5236260,,,0,
9161512,,U Friedrichsfelde (Berlin),,52.5058950,13.5127910,,,0,
9171005,,U Biesdorf-Süd (Berlin),,52.4995170,13.5473260,,,0,
9171006,,U Elsterwerdaer Platz (Berlin),,52.5046430,13.5607620,,,0,
9175004,,U Kaulsdorf-Nord (Berlin),,52.5214360,13.5887630,,,0,
9175005,,U Neue Grottkauer Str. (Berlin),,52.5282400,13.5907770,,,0,
9175006,,U Cottbusser Platz (Berlin),,52.5339630,13.5968940,,,0,
9175007,,U Hellersdorf (Berlin),,52.5359460,13.6057940,,,0,
9175010,,U Hönow (Berlin),,52.5381050,13.6345410,,,0,
9175015,,U Louis-Lewin-Str. (Berlin),,52.5391350,13.6197070,,,0,
